ticker,company,sector,market_cap,trailing_pe,forward_pe,peg_ratio,price_to_book,dividend_yield,short_percent,analyst_count,beta,gross_margin,operating_margin,net_margin,margin_stability,margin_trend,revenue_cagr_3y,revenue_cagr_5y,revenue_acceleration,earnings_cagr_3y,earnings_cagr_5y,interest_coverage,earnings_consistency,revenue_stability,debt_to_equity,roe,roic,altman_z,book_value_growth,fcf,fcf_yield,reinvestment_rate,drawdown_52w,price_vs_200ma,current_price,pe_gap,combs_unit_economics,combs_frictionless,combs_capital_allocation,combs_moat,combs_score,combs_style_flag,weschler_variant,weschler_complexity,weschler_distressed,weschler_quality,weschler_compounding,weschler_score,weschler_style_flag,combined_score
MMM,3M Company,Industrials,83367313408.0,31.157894,16.84514,1.7,25.549871,1.93,0.0188,17.0,1.081,0.39911014911014914,0.19203944203944204,0.13027096360429694,0.3002770308022538,0.11880065147333219,-0.01570080136859997,,0.016600212552854026,-0.17448114360126787,,5.064482029598309,0.0,0.9703171170771371,2.6801361122926415,0.6911952360697575,0.3024603545044431,4.264254073301088,-0.31644740380523395,1396000000.0,0.01674517197367234,0.08333333333333333,-0.06197282684713091,0.015210065697152685,159.83999633789062,-0.4593620480254538,9.779459850985397,10.721120260801456,16.830425269573787,12.238928302698053,49.5699336840587,False,11.873432873432872,4.989042113431791,6.815556014081211,11.705285902132141,7.896992096018735,43.28030899909675,False,46.42512134157772
AOS,A. O. Smith Corporation,Industrials,8111214080.0,16.123287,14.139055,1.54,4.319266,2.38,0.1075,11.0,1.153,0.38833481280350896,0.19006840373870817,0.14260351939846483,0.008829370496139218,0.014597560082777017,0.006729784443180398,0.006729784443180398,0.012175552405742501,0.3233174450496099,0.3233174450496099,53.925925925925924,0.6684609549255758,0.9888790668341235,0.10339074273412271,0.29397201291711517,0.296466804980305,7.695875200554874,0.02060950307478482,546000000.0,0.06731421395303624,0.018484674429533707,-0.24122326002459812,-0.0988905871880345,58.849998474121094,-0.12306622092629128,13.89676087725864,6.488547598382692,18.067188093922763,16.553083234798812,55.0055798043629,False,10.875984375984375,14.016599884653827,14.710580463523906,16.175654267489623,10.905940311845185,66.68475930349692,False,60.84516955392991
ABT,ABT,Health Care,175365750784.0,27.735537,16.595623,1.5,3.3539877,0.028199999,0.015,24.0,0.607,0.5641806533116765,0.18166847139505504,0.14717560007218913,0.01472355486025797,-0.009887664494803605,0.005127944169646348,,0.010786608874606925,-0.020064290219131475,,16.33468559837728,0.5653815712488455,0.9555945176261265,0.26587377709572224,0.12514866679455208,0.10798596266008519,4.887323528726029,0.12424885621929249,7395000000.0,0.04216900943849923,0.1153447031221801,-0.23094605031058607,-0.050902704165815445,100.68000030517578,-0.4016476767693375,14.787620700726926,12.663413704777831,12.799813704497337,12.358065498584686,52.60891360858678,False,11.734690984690983,4.3957524979089735,13.318117642745166,11.997079999634257,10.110802107728338,51.55644323270772,False,52.082678420647255
ABBV,AbbVie Inc.,Health Care,449631125504.0,124.75001,15.63166,0.4,-67.55774,2.72,0.0138,28.0,0.283,0.7023544800523218,0.32849901896664485,0.06909744931327665,0.05766212287575215,0.004421436026623482,0.017525049181538188,0.017525049181538188,0.04855285665020486,-0.29057223955094535,-0.29057223955094535,6.944694089180781,0.41253800093055415,0.9495831356251236,-20.64097859327217,-1.2923547400611621,0.21851105292402662,2.3674622963960896,,17816000000.0,0.039623591405131726,0.1685742315238718,0.0,0.13038939728705712,254.49000549316406,-0.874696122268848,14.996523647371223,15.552689515019368,12.774424455576092,12.723897309111756,56.04753492707844,False,12.775467775467774,10.234130087536272,8.233296140032778,11.932812909954336,7.352503355382993,50.52821026837415,False,53.28787259772629
ACN,Accenture plc,Information Technology,87856529408.0,11.550282,9.786293,1.04,2.7545521,4.51,0.0581,25.0,1.122,0.31913952808418106,0.15559817402376822,0.11020675921455172,0.0014841731899169174,0.003519487528320292,0.04193654176414818,,0.0613621898821254,0.03741924615215764,,47.43273172759292,0.9464716686542669,0.9480982412645717,0.2623096332714717,0.24613954870207658,0.29633227005244833,3.7920433792326027,0.12165606566177778,10874360000.0,0.12377406748564106,0.008612219914185667,-0.45386321522760353,-0.2955211305535583,143.57000732421875,-0.15272259153499446,11.97813666176559,14.6204407375262,18.436200035530376,14.472437206635849,59.50721464145802,False,13.01912051912052,9.604512843585152,17.69472234973469,17.569892007798117,12.286555913348947,70.17480363358743,True,64.84100913752272
ADBE,Adobe Inc.,Information Technology,94306877440.0,13.457176,8.618228,0.65,8.218727,0.0,0.0552,33.0,1.433,0.8926753334174765,0.36627540073204595,0.2999705498758888,0.011163507873147493,0.01991620500331709,0.10522339932516123,0.10522339932516123,-0.0027132957695531895,0.14450025727074034,0.14450025727074034,33.10266159695818,0.8243075164986708,0.8706562966849302,0.5719693710745934,0.6134388712036479,0.5535157478882614,7.1294982170221255,-0.061277988805537364,9852000000.0,0.10446746056530233,0.1881862930708065,-0.3348752680661575,-0.13938514555182738,237.25,-0.35958123754939375,22.469511753624545,15.387338851372807,22.895587523778886,18.765183274212617,79.51762140298885,True,16.651672651672655,6.866415089212115,15.364276889264497,14.45566816846423,9.632735655737704,62.9707684543512,False,71.24419492867003
AES,The AES Corporation,Utilities,10533339136.0,7.692709,6.2070823,0.81,2.3830268,4.77,0.028499998,8.0,0.942,0.1807406196354124,0.16103981034905585,0.07438894792773645,0.011294624648617082,-0.024503504226516787,-0.010249740650209005,,0.027121140993568993,,,1.400142146410803,0.0,0.9819139464115998,7.358355894659119,0.22397243416194929,0.2064051404833528,0.45011973152564144,0.1857608239848254,-1623000000.0,-0.15408219359927766,0.48467260688302133,-0.13471557881683263,0.017918611982438878,14.770000457763672,-0.19312139585677818,8.772030438537893,7.9211033256419485,14.640294477099411,10.798174424020926,42.13160266530018,False,13.707018207018208,9.94688603073281,9.348438186927249,9.863787165441492,13.016539812646371,55.88266940276613,False,49.00713603403315
AFL,AFL,Financials,63480598528.0,14.06088,16.502048,1.18,2.1252086,1.98,0.0318,14.0,0.603,,,0.2100835494093921,,,-0.03229187547440737,-0.03229187547440737,-0.10792407965036874,-0.06201264378387206,-0.06201264378387206,,0.8370145553610152,0.9541203453852899,0.285147507629705,0.12363513055272973,,,0.13554696822119738,2555000000.0,0.04024851780301097,0.0,0.0,0.1110218673119115,124.72000122070312,0.17361416924118545,13.8659793814433,6.264897648129724,10.45606341837062,12.5,43.08694044794364,False,10.542367542367543,9.58968655733943,7.430032284120389,12.782340862422998,8.023930600065736,48.3683578463161,False,45.72764914712987
A,A,Health Care,37128503296.0,27.330563,19.882755,1.21,5.209225,0.75,0.0214,19.0,1.255,0.5243235463442717,0.21286701208981001,0.18753598157743234,0.017191905013790656,-0.02340635239617128,0.004844098070605929,0.004844098070605929,0.1145517045565671,0.012858925982169422,0.012858925982169422,13.205357142857142,0.9768602329294981,0.9719744698523541,0.4975522919448153,0.19329476338822132,0.16168463920544404,5.033241302450213,0.08312765919867138,1152000000.0,0.031027375135913693,0.12406447898675878,-0.13844078252481515,-0.0011680855752459881,131.4600067138672,-0.2725084002111483,15.746975073864238,12.310326213510024,14.59211278750745,12.69491920169121,55.344333276572925,False,11.246487746487748,5.852499192274825,10.434431098871514,16.43173861365628,7.470025387923361,51.43518203921373,False,53.38975765789333
APD,APD,Materials,65828864000.0,31.348885,20.704203,2.21,4.2063174,2.44,0.0184,20.0,0.736,0.3141319066568084,0.24000398760519387,-0.03277313018700207,0.024726088986109653,0.05002241483339226,-0.01766923192508929,,0.0344037750718907,,,13.5,0.12180345049072383,0.9726143656427395,1.225046422937923,-0.02625641435217539,0.07228195635168218,2.5864837451436125,0.0455898208221297,-3765800000.0,-0.05720590894596024,0.5914033878029126,-0.00864385204973976,0.08429428703469548,295.6199951171875,-0.3395553621763581,9.438479018867152,11.895107855797116,7.070590435099147,16.85294170339317,45.25711901315659,False,9.353241353241353,9.433561962334341,5.206070572130979,10.168769390327515,10.06868413348946,44.23032741152365,False,44.74372321234012
